0	1
2	3
1	2
3	4
6	7
8	6
7	8
3	8
9	10
10	11
9	11
11	10
11	12
10	12
10	10
11	11
3	9
12	5
14	15
15	14
14	14
15	15
13	14
13	15
3	13
14	12
15	12
7	5
13	16
17	18
18	19
17	19
19	18
19	20
18	20
18	18
19	19
20	5
3	17
21	21
22	22
22	20
21	20
23	21
23	22
3	23
16	23
16	17
24	24
26	5
0	25
25	24
24	26
1	27
28	5
27	29
29	28
4	30
4	31
30	32
32	5
31	33
33	5
3	34
34	4
34	35
34	36
35	37
36	37
37	38
38	5
35	39
39	5
41	5
40	41
42	5
43	40
43	42
1	44
44	43
44	4
45	45
45	46
25	46
25	45
46	26
45	26
47	47
27	48
48	28
25	47
47	26
49	49
25	49
49	26
